parent,label,date,lon,lat,confirmed,recovered,deaths
USA,Washington,2020-02-23,-121.490494,47.400902,1,1,0
USA,Massachusetts,2020-02-23,-71.530106,42.230171,1,0,0
USA,Arizona,2020-02-23,-111.431221,33.729759,1,0,0
USA,Illinois,2020-02-23,-88.986137,40.349457,2,2,0
Kanada,Ontario,2020-02-23,-85.3232,51.2538,3,3,0
Deutschland,Repatriierte,2020-02-23,null,null,2,0,0
global,Ägypten,2020-02-23,30.8025,26.8206,1,0,0
global,Vietnam,2020-02-23,108.2772,14.0583,16,14,0
global,Philippinen,2020-02-23,121.774,12.8797,3,1,1
China,Chongqing,2020-02-23,107.87398583171,30.0571758751839,575,335,6
Australien,New South Wales,2020-02-23,151.2093,-33.8688,4,4,0
China,Fujian,2020-02-23,117.987371739429,26.0788658351203,293,170,1
global,Japan,2020-02-23,138.2529,36.2048,147,22,1
China,Shanxi,2020-02-23,112.292191181538,37.5776849568384,132,88,0
China,Jilin,2020-02-23,126.192329763813,43.6661021395126,91,54,1
global,Iran,2020-02-23,53.688,32.4279,43,0,8
China,Guangxi,2020-02-23,108.78812722508,23.8298403568635,249,106,2
global,Indien,2020-02-23,78.9629,20.5937,3,3,0
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-23,139.6649,35.4498,698,0,3
China,Jiangxi,2020-02-23,115.722093542185,27.614008270636,934,613,1
global,Vereinigte Arabische Emirate,2020-02-23,53.8478,23.4241,13,4,0
global,Libanon,2020-02-23,35.8623,33.8547,1,0,0
global,Belgien,2020-02-23,4.4699,50.5039,1,1,0
China,Xinjiang,2020-02-23,85.240102435218,41.1128513419168,76,28,2
global,Israel,2020-02-23,34.8516,31.0461,1,0,0
China,Hunan,2020-02-23,111.708835644484,27.6104072903766,1016,714,4
global,Malaysia,2020-02-23,101.9758,4.2105,22,15,0
global,Kambodscha,2020-02-23,104.991,12.5657,1,1,0
China,Hebei,2020-02-23,114.5149,38.0428,311,219,6
China,Tianjin,2020-02-23,117.322972903268,39.3053612117002,135,81,3
China,Sichuan,2020-02-23,102.710322085654,30.6171383897493,526,261,3
China,Guangdong,2020-02-23,113.424401710676,23.3417337092088,1342,755,6
China,Shaanxi,2020-02-23,108.870143735105,35.1916533064219,245,163,1
global,Großbritannien,2020-02-23,-3.436,55.3781,9,8,0
USA,California,2020-02-23,-119.681564,36.116203,10,2,0
China,Macau,2020-02-23,113.55,22.166667,10,6,0
China,Zhejiang,2020-02-23,120.093412774886,29.1831892798285,1205,760,1
China,Gansu,2020-02-23,103.8343,36.0611,91,78,2
China,Tibet,2020-02-23,88.0924318966888,31.6927165373017,1,1,0
China,Jiangsu,2020-02-23,119.45501030983,32.9710980851278,631,418,0
Australien,Victoria,2020-02-23,144.9631,-37.8136,4,4,0
global,Russland,2020-02-23,105.3188,61.524,2,2,0
Australien,South Australia,2020-02-23,138.6007,-34.9285,2,2,0
Kanada,British Columbia,2020-02-23,-127.6476,53.7267,6,0,0
China,Hubei (Wuhan),2020-02-23,112.270692167452,30.9756403482891,64084,15343,2346
global,Finnland,2020-02-23,25.7482,61.9241,1,1,0
global,Südkorea,2020-02-23,127.7669,35.9078,602,18,6
China,Henan,2020-02-23,113.613964115943,33.8820061472366,1271,868,19
global,Italien,2020-02-23,12.5674,41.8719,155,2,3
China,Shanghai,2020-02-23,121.449111848821,31.2019853691089,335,249,3
China,Yunnan,2020-02-23,101.486994477533,24.9740090515417,174,115,2
global,Nepal,2020-02-23,84.124,28.3949,1,1,0
China,Innere Mongolei,2020-02-23,113.944789458154,44.0935009913267,75,27,0
Australien,Queensland,2020-02-23,153.4,-28.0167,5,1,0
China,Guizhou,2020-02-23,106.874783781561,26.8153610246946,146,102,2
China,Liaoning,2020-02-23,122.60854186375,41.2956478642686,121,73,1
China,Heilongjiang,2020-02-23,127.761544149451,47.8619962256745,480,222,12
global,Spanien,2020-02-23,-3.7492,40.4637,2,2,0
global,Sri Lanka,2020-02-23,80.7718,7.8731,1,1,0
global,Singapur,2020-02-23,103.8198,1.3521,89,51,0
global,Thailand,2020-02-23,100.9925,15.87,35,21,0
China,Hong Kong,2020-02-23,114.2,22.3,74,11,2
China,Ningxia,2020-02-23,106.165455205247,37.2692274353319,71,56,0
global,Schweden,2020-02-23,18.6435,60.1282,1,0,0
China,Peking (Beijing),2020-02-23,116.414172956705,40.1823809324133,399,189,4
China,Anhui,2020-02-23,117.226363790413,31.8257120511073,989,637,6
global,Frankreich,2020-02-23,2.2137,46.2276,12,4,1
China,Qinghai,2020-02-23,95.9955784711286,35.7452031801411,18,18,0
China,Shandong,2020-02-23,118.149838795037,36.3426714789712,754,321,4
Deutschland,Bayern,2020-02-23,11.658165,48.768814,14,11,0
USA,Arizona,2020-02-24,-111.431221,33.729759,1,0,0
China,Xinjiang,2020-02-24,85.240102435218,41.1128513419168,76,30,2
USA,California,2020-02-24,-119.681564,36.116203,10,2,0
USA,Illinois,2020-02-24,-88.986137,40.349457,2,2,0
USA,Massachusetts,2020-02-24,-71.530106,42.230171,1,0,0
USA,Washington,2020-02-24,-121.490494,47.400902,1,1,0
global,Spanien,2020-02-24,-3.7492,40.4637,2,2,0
global,Israel,2020-02-24,34.8516,31.0461,1,0,0
global,Malaysia,2020-02-24,101.9758,4.2105,22,18,0
global,Kuwait,2020-02-24,47.4818,29.3117,1,0,0
China,Hunan,2020-02-24,111.708835644484,27.6104072903766,1016,731,4
global,Afghanistan,2020-02-24,67.71,33.9391,1,0,0
global,Iran,2020-02-24,53.688,32.4279,61,0,12
China,Ningxia,2020-02-24,106.165455205247,37.2692274353319,71,58,0
China,Hebei,2020-02-24,114.5149,38.0428,311,234,6
global,Sri Lanka,2020-02-24,80.7718,7.8731,1,1,0
China,Shaanxi,2020-02-24,108.870143735105,35.1916533064219,245,173,1
China,Henan,2020-02-24,113.613964115943,33.8820061472366,1271,943,19
Australien,New South Wales,2020-02-24,151.2093,-33.8688,4,4,0
China,Sichuan,2020-02-24,102.710322085654,30.6171383897493,527,276,3
global,Philippinen,2020-02-24,121.774,12.8797,3,1,1
China,Macau,2020-02-24,113.55,22.166667,10,6,0
global,Finnland,2020-02-24,25.7482,61.9241,1,1,0
global,Ägypten,2020-02-24,30.8025,26.8206,1,0,0
China,Tianjin,2020-02-24,117.322972903268,39.3053612117002,135,87,3
China,Gansu,2020-02-24,103.8343,36.0611,91,80,2
global,Taiwan,2020-02-24,121,23.7,30,5,1
China,Tibet,2020-02-24,88.0924318966888,31.6927165373017,1,1,0
global,Irak,2020-02-24,43.6793,33.2232,1,0,0
global,Bahrain,2020-02-24,50.5577,26.0667,1,0,0
global,Japan,2020-02-24,138.2529,36.2048,159,22,1
global,Russland,2020-02-24,105.3188,61.524,2,2,0
Australien,South Australia,2020-02-24,138.6007,-34.9285,2,2,0
China,Hubei (Wuhan),2020-02-24,112.270692167452,30.9756403482891,64287,16748,2495
Australien,Victoria,2020-02-24,144.9631,-37.8136,4,4,0
global,Südkorea,2020-02-24,127.7669,35.9078,833,18,8
China,Zhejiang,2020-02-24,120.093412774886,29.1831892798285,1205,782,1
global,Italien,2020-02-24,12.5674,41.8719,229,1,7
China,Shanghai,2020-02-24,121.449111848821,31.2019853691089,335,261,3
China,Chongqing,2020-02-24,107.87398583171,30.0571758751839,576,349,6
Australien,Queensland,2020-02-24,153.4,-28.0167,5,1,0
global,Nepal,2020-02-24,84.124,28.3949,1,1,0
global,Vietnam,2020-02-24,108.2772,14.0583,16,14,0
China,Fujian,2020-02-24,117.987371739429,26.0788658351203,293,183,1
global,Oman,2020-02-24,55.9754,21.4735,2,0,0
Deutschland,Bayern,2020-02-24,11.658165,48.768814,14,12,0
global,Thailand,2020-02-24,100.9925,15.87,35,21,0
China,Liaoning,2020-02-24,122.60854186375,41.2956478642686,121,80,1
China,Shanxi,2020-02-24,112.292191181538,37.5776849568384,133,94,0
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-24,139.6649,35.4498,734,0,3
China,Jilin,2020-02-24,126.192329763813,43.6661021395126,93,60,1
global,Libanon,2020-02-24,35.8623,33.8547,1,0,0
China,Heilongjiang,2020-02-24,127.761544149451,47.8619962256745,480,227,12
Deutschland,Repatriierte,2020-02-24,null,null,2,2,0
China,Guizhou,2020-02-24,106.874783781561,26.8153610246946,146,102,2
China,Innere Mongolei,2020-02-24,113.944789458154,44.0935009913267,75,34,0
China,Shandong,2020-02-24,118.149838795037,36.3426714789712,755,343,5
global,Singapur,2020-02-24,103.8198,1.3521,89,51,0
global,Großbritannien,2020-02-24,-3.436,55.3781,13,8,0
China,Qinghai,2020-02-24,95.9955784711286,35.7452031801411,18,18,0
Kanada,British Columbia,2020-02-24,-127.6476,53.7267,6,0,0
China,Yunnan,2020-02-24,101.486994477533,24.9740090515417,174,124,2
China,Hong Kong,2020-02-24,114.2,22.3,79,19,2
global,Indien,2020-02-24,78.9629,20.5937,3,3,0
China,Peking (Beijing),2020-02-24,116.414172956705,40.1823809324133,399,198,4
global,Vereinigte Arabische Emirate,2020-02-24,53.8478,23.4241,13,4,0
China,Guangdong,2020-02-24,113.424401710676,23.3417337092088,1345,786,6
global,Schweden,2020-02-24,18.6435,60.1282,1,0,0
China,Anhui,2020-02-24,117.226363790413,31.8257120511073,989,663,6
China,Jiangxi,2020-02-24,115.722093542185,27.614008270636,934,645,1
global,Frankreich,2020-02-24,2.2137,46.2276,12,4,1
China,Jiangsu,2020-02-24,119.45501030983,32.9710980851278,631,452,0
global,Kambodscha,2020-02-24,104.991,12.5657,1,1,0
global,Belgien,2020-02-24,4.4699,50.5039,1,1,0
Kanada,Ontario,2020-02-24,-85.3232,51.2538,4,3,0
China,Guangxi,2020-02-24,108.78812722508,23.8298403568635,251,112,2
China,Hainan,2020-02-24,109.745335576195,19.1958639124575,168,116,5
USA,Illinois,2020-02-25,-88.986137,40.349457,2,2,0
USA,Washington,2020-02-25,-121.490494,47.400902,1,1,0
USA,Arizona,2020-02-25,-111.431221,33.729759,1,1,0
USA,California,2020-02-25,-119.681564,36.116203,10,2,0
USA,Massachusetts,2020-02-25,-71.530106,42.230171,1,0,0
Deutschland,Baden-Württemberg,2020-02-25,9.147687,48.606091,1,0,0
global,Ägypten,2020-02-25,30.8025,26.8206,1,0,0
global,Frankreich,2020-02-25,2.2137,46.2276,14,11,1
China,Hainan,2020-02-25,109.745335576195,19.1958639124575,168,124,5
China,Shandong,2020-02-25,118.149838795037,36.3426714789712,756,355,6
global,Schweden,2020-02-25,18.6435,60.1282,1,0,0
China,Hong Kong,2020-02-25,114.2,22.3,84,19,2
China,Peking (Beijing),2020-02-25,116.414172956705,40.1823809324133,400,215,4
global,Bahrain,2020-02-25,50.5577,26.0667,23,0,0
global,Kuwait,2020-02-25,47.4818,29.3117,11,0,0
global,Singapur,2020-02-25,103.8198,1.3521,91,53,0
China,Anhui,2020-02-25,117.226363790413,31.8257120511073,989,712,6
Deutschland,Bayern,2020-02-25,11.658165,48.768814,14,13,0
China,Qinghai,2020-02-25,95.9955784711286,35.7452031801411,18,18,0
China,Innere Mongolei,2020-02-25,113.944789458154,44.0935009913267,75,35,0
global,Afghanistan,2020-02-25,67.71,33.9391,1,0,0
global,Sri Lanka,2020-02-25,80.7718,7.8731,1,1,0
China,Heilongjiang,2020-02-25,127.761544149451,47.8619962256745,480,243,12
global,Spanien,2020-02-25,-3.7492,40.4637,6,2,0
China,Henan,2020-02-25,113.613964115943,33.8820061472366,1271,1002,19
global,Großbritannien,2020-02-25,-3.436,55.3781,13,8,0
global,Algerien,2020-02-25,1.6596,28.0339,1,0,0
global,Russland,2020-02-25,105.3188,61.524,2,2,0
China,Yunnan,2020-02-25,101.486994477533,24.9740090515417,174,129,2
China,Guizhou,2020-02-25,106.874783781561,26.8153610246946,146,104,2
global,Thailand,2020-02-25,100.9925,15.87,37,22,0
China,Liaoning,2020-02-25,122.60854186375,41.2956478642686,121,83,1
China,Ningxia,2020-02-25,106.165455205247,37.2692274353319,71,61,0
global,Nepal,2020-02-25,84.124,28.3949,1,1,0
Australien,Queensland,2020-02-25,153.4,-28.0167,5,1,0
global,Italien,2020-02-25,12.5674,41.8719,322,1,10
China,Shanghai,2020-02-25,121.449111848821,31.2019853691089,336,268,3
global,Oman,2020-02-25,55.9754,21.4735,2,0,0
global,Kroatien,2020-02-25,15.2,45.1,1,0,0
global,Südkorea,2020-02-25,127.7669,35.9078,977,22,10
Australien,Victoria,2020-02-25,144.9631,-37.8136,4,4,0
global,Irak,2020-02-25,43.6793,33.2232,1,0,0
China,Jiangsu,2020-02-25,119.45501030983,32.9710980851278,631,458,0
Australien,South Australia,2020-02-25,138.6007,-34.9285,2,2,0
global,Kambodscha,2020-02-25,104.991,12.5657,1,1,0
China,Gansu,2020-02-25,103.8343,36.0611,91,80,2
Kanada,Ontario,2020-02-25,-85.3232,51.2538,4,3,0
global,Malaysia,2020-02-25,101.9758,4.2105,22,18,0
China,Macau,2020-02-25,113.55,22.166667,10,7,0
China,Shaanxi,2020-02-25,108.870143735105,35.1916533064219,245,186,1
China,Sichuan,2020-02-25,102.710322085654,30.6171383897493,529,289,3
China,Tianjin,2020-02-25,117.322972903268,39.3053612117002,135,91,3
global,Taiwan,2020-02-25,121,23.7,31,5,1
China,Hebei,2020-02-25,114.5149,38.0428,311,248,6
China,Hubei (Wuhan),2020-02-25,112.270692167452,30.9756403482891,64786,18971,2563
global,Finnland,2020-02-25,25.7482,61.9241,1,1,0
China,Hunan,2020-02-25,111.708835644484,27.6104072903766,1016,768,4
global,Israel,2020-02-25,34.8516,31.0461,1,0,0
global,Belgien,2020-02-25,4.4699,50.5039,1,1,0
China,Xinjiang,2020-02-25,85.240102435218,41.1128513419168,76,30,2
China,Zhejiang,2020-02-25,120.093412774886,29.1831892798285,1205,808,1
global,Libanon,2020-02-25,35.8623,33.8547,1,0,0
global,Indien,2020-02-25,78.9629,20.5937,3,3,0
China,Guangdong,2020-02-25,113.424401710676,23.3417337092088,1347,822,7
Kanada,British Columbia,2020-02-25,-127.6476,53.7267,7,0,0
global,Vereinigte Arabische Emirate,2020-02-25,53.8478,23.4241,13,4,0
China,Jiangxi,2020-02-25,115.722093542185,27.614008270636,934,683,1
global,Schweiz,2020-02-25,8.2275,46.8182,1,0,0
China,Shanxi,2020-02-25,112.292191181538,37.5776849568384,133,98,0
China,Guangxi,2020-02-25,108.78812722508,23.8298403568635,252,134,2
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-25,139.6649,35.4498,734,0,3
China,Jilin,2020-02-25,126.192329763813,43.6661021395126,93,63,1
Deutschland,Nordrhein-Westfalen,2020-02-25,7.385313,51.510157,1,0,0
Deutschland,Repatriierte,2020-02-25,null,null,2,2,0
global,Iran,2020-02-25,53.688,32.4279,95,0,16
global,Vietnam,2020-02-25,108.2772,14.0583,16,16,0
China,Fujian,2020-02-25,117.987371739429,26.0788658351203,294,199,1
China,Tibet,2020-02-25,88.0924318966888,31.6927165373017,1,1,0
China,Chongqing,2020-02-25,107.87398583171,30.0571758751839,576,372,6
Australien,New South Wales,2020-02-25,151.2093,-33.8688,4,4,0
global,Philippinen,2020-02-25,121.774,12.8797,3,1,1
global,Österreich,2020-02-25,14.5501,47.5162,2,0,0
global,Japan,2020-02-25,138.2529,36.2048,170,22,1
China,Guizhou,2020-02-26,106.874783781561,26.8153610246946,146,104,2
USA,California,2020-02-26,-119.681564,36.116203,10,2,0
USA,Massachusetts,2020-02-26,-71.530106,42.230171,1,0,0
USA,Illinois,2020-02-26,-88.986137,40.349457,2,2,0
USA,Arizona,2020-02-26,-111.431221,33.729759,1,1,0
USA,Washington,2020-02-26,-121.490494,47.400902,1,1,0
China,Hunan,2020-02-26,111.708835644484,27.6104072903766,1016,783,4
global,Österreich,2020-02-26,14.5501,47.5162,2,0,0
global,Rumänien,2020-02-26,24.9668,45.9432,1,0,0
global,Georgien,2020-02-26,43.3569,42.3154,1,0,0
global,Philippinen,2020-02-26,121.774,12.8797,3,1,1
Australien,New South Wales,2020-02-26,151.2093,-33.8688,4,4,0
global,Ägypten,2020-02-26,30.8025,26.8206,1,0,0
China,Fujian,2020-02-26,117.987371739429,26.0788658351203,294,218,1
China,Chongqing,2020-02-26,107.87398583171,30.0571758751839,576,384,6
China,Tibet,2020-02-26,88.0924318966888,31.6927165373017,1,1,0
Deutschland,Bayern,2020-02-26,11.658165,48.768814,14,13,0
global,Iran,2020-02-26,53.688,32.4279,139,49,19
global,Japan,2020-02-26,138.2529,36.2048,189,22,2
Deutschland,Baden-Württemberg,2020-02-26,9.147687,48.606091,3,0,0
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-26,139.6649,35.4498,754,10,4
China,Jilin,2020-02-26,126.192329763813,43.6661021395126,93,65,1
global,Taiwan,2020-02-26,121,23.7,32,5,1
China,Guangxi,2020-02-26,108.78812722508,23.8298403568635,252,147,2
global,Schweiz,2020-02-26,8.2275,46.8182,1,0,0
China,Shanxi,2020-02-26,112.292191181538,37.5776849568384,133,104,0
Deutschland,Nordrhein-Westfalen,2020-02-26,7.385313,51.510157,2,0,0
global,Vereinigte Arabische Emirate,2020-02-26,53.8478,23.4241,13,4,0
Deutschland,Repatriierte,2020-02-26,null,null,2,2,0
Kanada,British Columbia,2020-02-26,-127.6476,53.7267,7,0,0
China,Guangdong,2020-02-26,113.424401710676,23.3417337092088,1347,851,7
global,Indien,2020-02-26,78.9629,20.5937,3,3,0
global,Libanon,2020-02-26,35.8623,33.8547,2,0,0
China,Zhejiang,2020-02-26,120.093412774886,29.1831892798285,1205,867,1
global,Vietnam,2020-02-26,108.2772,14.0583,16,16,0
global,Belgien,2020-02-26,4.4699,50.5039,1,1,0
China,Jiangxi,2020-02-26,115.722093542185,27.614008270636,934,719,1
China,Xinjiang,2020-02-26,85.240102435218,41.1128513419168,76,34,2
China,Hubei (Wuhan),2020-02-26,112.270692167452,30.9756403482891,65187,20969,2615
global,Norwegen,2020-02-26,8.4689,60.472,1,0,0
China,Tianjin,2020-02-26,117.322972903268,39.3053612117002,135,96,3
global,Finnland,2020-02-26,25.7482,61.9241,2,1,0
China,Hebei,2020-02-26,114.5149,38.0428,312,261,6
global,Nordmazedonien,2020-02-26,21.7453,41.6086,1,0,0
global,Israel,2020-02-26,34.8516,31.0461,2,0,0
China,Macau,2020-02-26,113.55,22.166667,10,7,0
China,Sichuan,2020-02-26,102.710322085654,30.6171383897493,531,307,3
China,Shaanxi,2020-02-26,108.870143735105,35.1916533064219,245,192,1
Australien,Queensland,2020-02-26,153.4,-28.0167,5,1,0
global,Malaysia,2020-02-26,101.9758,4.2105,22,18,0
Kanada,Ontario,2020-02-26,-85.3232,51.2538,4,3,0
global,Kroatien,2020-02-26,15.2,45.1,3,0,0
Australien,South Australia,2020-02-26,138.6007,-34.9285,2,2,0
global,Kambodscha,2020-02-26,104.991,12.5657,1,1,0
China,Jiangsu,2020-02-26,119.45501030983,32.9710980851278,631,478,0
China,Gansu,2020-02-26,103.8343,36.0611,91,81,2
global,Pakistan,2020-02-26,69.3451,30.3753,2,0,0
global,Irak,2020-02-26,43.6793,33.2232,5,0,0
China,Liaoning,2020-02-26,122.60854186375,41.2956478642686,121,88,1
Australien,Victoria,2020-02-26,144.9631,-37.8136,4,4,0
global,Oman,2020-02-26,55.9754,21.4735,4,0,0
China,Shanghai,2020-02-26,121.449111848821,31.2019853691089,337,272,3
global,Algerien,2020-02-26,1.6596,28.0339,1,0,0
global,Italien,2020-02-26,12.5674,41.8719,453,3,12
China,Ningxia,2020-02-26,106.165455205247,37.2692274353319,71,65,0
global,Brasilien,2020-02-26,-51.9253,-14.235,1,0,0
global,Thailand,2020-02-26,100.9925,15.87,40,22,0
global,Nepal,2020-02-26,84.124,28.3949,1,1,0
global,Großbritannien,2020-02-26,-3.436,55.3781,13,8,0
China,Yunnan,2020-02-26,101.486994477533,24.9740090515417,174,144,2
global,Russland,2020-02-26,105.3188,61.524,2,2,0
global,Südkorea,2020-02-26,127.7669,35.9078,1261,22,12
global,Spanien,2020-02-26,-3.7492,40.4637,13,2,0
global,Sri Lanka,2020-02-26,80.7718,7.8731,1,1,0
China,Heilongjiang,2020-02-26,127.761544149451,47.8619962256745,480,249,12
China,Henan,2020-02-26,113.613964115943,33.8820061472366,1271,1033,19
global,Frankreich,2020-02-26,2.2137,46.2276,18,11,2
China,Qinghai,2020-02-26,95.9955784711286,35.7452031801411,18,18,0
China,Innere Mongolei,2020-02-26,113.944789458154,44.0935009913267,75,38,0
global,Afghanistan,2020-02-26,67.71,33.9391,1,0,0
China,Anhui,2020-02-26,117.226363790413,31.8257120511073,989,744,6
global,Kuwait,2020-02-26,47.4818,29.3117,26,0,0
global,Singapur,2020-02-26,103.8198,1.3521,93,62,0
global,Griechenland,2020-02-26,21.8243,39.0742,1,0,0
global,Bahrain,2020-02-26,50.5577,26.0667,33,0,0
China,Peking (Beijing),2020-02-26,116.414172956705,40.1823809324133,400,235,4
China,Shandong,2020-02-26,118.149838795037,36.3426714789712,756,377,6
global,Schweden,2020-02-26,18.6435,60.1282,2,0,0
China,Hong Kong,2020-02-26,114.2,22.3,91,24,2
China,Hainan,2020-02-26,109.745335576195,19.1958639124575,168,129,5
USA,Massachusetts,2020-02-27,-71.530106,42.230171,1,0,0
global,Philippinen,2020-02-27,121.774,12.8797,3,1,1
USA,Washington,2020-02-27,-121.490494,47.400902,1,1,0
Australien,South Australia,2020-02-27,138.6007,-34.9285,2,2,0
USA,California,2020-02-27,-119.681564,36.116203,11,2,0
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-27,139.6649,35.4498,755,10,4
China,Shandong,2020-02-27,118.149838795037,36.3426714789712,756,387,6
global,Japan,2020-02-27,138.2529,36.2048,214,22,4
USA,Arizona,2020-02-27,-111.431221,33.729759,1,1,0
China,Hainan,2020-02-27,109.745335576195,19.1958639124575,168,131,5
China,Jiangxi,2020-02-27,115.722093542185,27.614008270636,934,754,1
China,Innere Mongolei,2020-02-27,113.944789458154,44.0935009913267,75,43,0
global,Irak,2020-02-27,43.6793,33.2232,7,0,0
global,Vietnam,2020-02-27,108.2772,14.0583,16,16,0
global,Ägypten,2020-02-27,30.8025,26.8206,1,0,0
global,Frankreich,2020-02-27,2.2137,46.2276,38,11,2
USA,Illinois,2020-02-27,-88.986137,40.349457,2,2,0
China,Anhui,2020-02-27,117.226363790413,31.8257120511073,989,792,6
global,Dänemark,2020-02-27,9.5018,56.2639,1,0,0
global,Malaysia,2020-02-27,101.9758,4.2105,23,18,0
global,Brasilien,2020-02-27,-51.9253,-14.235,1,0,0
China,Heilongjiang,2020-02-27,127.761544149451,47.8619962256745,480,270,13
China,Macau,2020-02-27,113.55,22.166667,10,8,0
China,Jilin,2020-02-27,126.192329763813,43.6661021395126,93,67,1
global,Algerien,2020-02-27,1.6596,28.0339,1,0,0
global,San Marino,2020-02-27,12.4578,43.9424,1,0,0
China,Shaanxi,2020-02-27,108.870143735105,35.1916533064219,245,195,1
China,Tibet,2020-02-27,88.0924318966888,31.6927165373017,1,1,0
global,Bahrain,2020-02-27,50.5577,26.0667,33,0,0
global,Thailand,2020-02-27,100.9925,15.87,40,22,0
China,Shanghai,2020-02-27,121.449111848821,31.2019853691089,337,276,3
Australien,New South Wales,2020-02-27,151.2093,-33.8688,4,4,0
global,Vereinigte Arabische Emirate,2020-02-27,53.8478,23.4241,13,4,0
global,Israel,2020-02-27,34.8516,31.0461,3,1,0
China,Fujian,2020-02-27,117.987371739429,26.0788658351203,296,228,1
China,Guizhou,2020-02-27,106.874783781561,26.8153610246946,146,112,2
global,Russland,2020-02-27,105.3188,61.524,2,2,0
global,Schweden,2020-02-27,18.6435,60.1282,7,0,0
global,Schweiz,2020-02-27,8.2275,46.8182,8,0,0
global,Italien,2020-02-27,12.5674,41.8719,655,45,17
global,Afghanistan,2020-02-27,67.71,33.9391,1,0,0
global,Pakistan,2020-02-27,69.3451,30.3753,2,0,0
global,Südkorea,2020-02-27,127.7669,35.9078,1766,22,13
China,Hong Kong,2020-02-27,114.2,22.3,92,24,2
global,Norwegen,2020-02-27,8.4689,60.472,1,0,0
global,Iran,2020-02-27,53.688,32.4279,245,49,26
Australien,Victoria,2020-02-27,144.9631,-37.8136,4,4,0
global,Estland,2020-02-27,25.0136,58.5953,1,0,0
global,Finnland,2020-02-27,25.7482,61.9241,2,1,0
global,Niederlande,2020-02-27,5.2913,52.1326,1,0,0
global,Großbritannien,2020-02-27,-3.436,55.3781,15,8,0
China,Liaoning,2020-02-27,122.60854186375,41.2956478642686,121,93,1
China,Guangdong,2020-02-27,113.424401710676,23.3417337092088,1347,890,7
global,Spanien,2020-02-27,-3.7492,40.4637,15,2,0
Australien,Queensland,2020-02-27,153.4,-28.0167,5,1,0
China,Tianjin,2020-02-27,117.322972903268,39.3053612117002,136,102,3
China,Sichuan,2020-02-27,102.710322085654,30.6171383897493,534,321,3
Deutschland,Nordrhein-Westfalen,2020-02-27,7.385313,51.510157,4,0,0
global,Libanon,2020-02-27,35.8623,33.8547,2,0,0
China,Henan,2020-02-27,113.613964115943,33.8820061472366,1272,1068,20
Kanada,Ontario,2020-02-27,-85.3232,51.2538,6,3,0
Deutschland,Bayern,2020-02-27,11.658165,48.768814,14,14,0
global,Kuwait,2020-02-27,47.4818,29.3117,43,0,0
China,Yunnan,2020-02-27,101.486994477533,24.9740090515417,174,150,2
global,Kambodscha,2020-02-27,104.991,12.5657,1,1,0
global,Österreich,2020-02-27,14.5501,47.5162,3,0,0
China,Jiangsu,2020-02-27,119.45501030983,32.9710980851278,631,498,0
global,Belgien,2020-02-27,4.4699,50.5039,1,1,0
Deutschland,Baden-Württemberg,2020-02-27,9.147687,48.606091,6,0,0
China,Zhejiang,2020-02-27,120.093412774886,29.1831892798285,1205,932,1
China,Peking (Beijing),2020-02-27,116.414172956705,40.1823809324133,410,248,5
global,Nepal,2020-02-27,84.124,28.3949,1,1,0
Deutschland,Repatriierte,2020-02-27,null,null,2,2,0
China,Shanxi,2020-02-27,112.292191181538,37.5776849568384,133,107,0
global,Indien,2020-02-27,78.9629,20.5937,3,3,0
Kanada,British Columbia,2020-02-27,-127.6476,53.7267,7,3,0
global,Singapur,2020-02-27,103.8198,1.3521,93,62,0
China,Ningxia,2020-02-27,106.165455205247,37.2692274353319,72,68,0
China,Guangxi,2020-02-27,108.78812722508,23.8298403568635,252,161,2
China,Gansu,2020-02-27,103.8343,36.0611,91,81,2
China,Hebei,2020-02-27,114.5149,38.0428,317,274,6
global,Griechenland,2020-02-27,21.8243,39.0742,3,0,0
China,Hubei (Wuhan),2020-02-27,112.270692167452,30.9756403482891,65596,23383,2641
global,Kroatien,2020-02-27,15.2,45.1,3,0,0
global,Taiwan,2020-02-27,121,23.7,32,5,1
global,Rumänien,2020-02-27,24.9668,45.9432,1,0,0
global,Sri Lanka,2020-02-27,80.7718,7.8731,1,1,0
China,Xinjiang,2020-02-27,85.240102435218,41.1128513419168,76,43,2
global,Oman,2020-02-27,55.9754,21.4735,4,0,0
global,Georgien,2020-02-27,43.3569,42.3154,1,0,0
China,Chongqing,2020-02-27,107.87398583171,30.0571758751839,576,401,6
China,Qinghai,2020-02-27,95.9955784711286,35.7452031801411,18,18,0
China,Hunan,2020-02-27,111.708835644484,27.6104072903766,1017,804,4
global,Nordmazedonien,2020-02-27,21.7453,41.6086,1,0,0
global,Japan,2020-02-28,138.2529,36.2048,228,22,4
global,Brasilien,2020-02-28,-51.9253,-14.235,1,0,0
USA,Massachusetts,2020-02-28,-71.530106,42.230171,1,1,0
